,data_pagamento,CACR11_rendimento,BPFF11_rendimento,AFHI11_rendimento,ALZR11_rendimento,RZAT11_rendimento,ARRI11_rendimento,AIEC11_rendimento,BARI11_rendimento,BBPO11_rendimento,BCFF11_rendimento,BRCR11_rendimento,BCIA11_rendimento,BCRI11_rendimento,BLMR11_rendimento,BLMG11_rendimento,BRCO11_rendimento,BTAL11_rendimento,BTCI11_rendimento,BTRA11_rendimento,BTLG11_rendimento,CPFF11_rendimento,CPTS11_rendimento,HGCR11_rendimento,HGFF11_rendimento,HGLG11_rendimento,HGRU11_rendimento,CYCR11_rendimento,CARE11_rendimento,DEVA11_rendimento,VRTA11_rendimento,GTWR11_rendimento,GGRC11_rendimento,GALG11_rendimento,HABT11_rendimento,HCTR11_rendimento,HGBS11_rendimento,HGRE11_rendimento,HSAF11_rendimento,HSLG11_rendimento,HSML11_rendimento,HFOF11_rendimento,IRDM11_rendimento,JPPA11_rendimento,JSAF11_rendimento,JSRE11_rendimento,KISU11_rendimento,KNRI11_rendimento,KCRE11_rendimento,KNHY11_rendimento,KNIP11_rendimento,KNCR11_rendimento,KNSC11_rendimento,KFOF11_rendimento,LGCP11_rendimento,MALL11_rendimento,MCCI11_rendimento,MCHF11_rendimento,MXRF11_rendimento,MFII11_rendimento,MGFF11_rendimento,MORC11_rendimento,MORE11_rendimento,NCHB11_rendimento,OUJP11_rendimento,PATL11_rendimento,PLCR11_rendimento,PORD11_rendimento,QAGR11_rendimento,RBRL11_rendimento,RBRY11_rendimento,RBRP11_rendimento,RBRF11_rendimento,RBRR11_rendimento,RECR11_rendimento,RECT11_rendimento,RBFF11_rendimento,RCRB11_rendimento,RBVA11_rendimento,RZAK11_rendimento,RZTR11_rendimento,SADI11_rendimento,SARE11_rendimento,SNCI11_rendimento,SNFF11_rendimento,TEPP11_rendimento,TGAR11_rendimento,TORD11_rendimento,TRXF11_rendimento,URPR11_rendimento,VGHF11_rendimento,VGIP11_rendimento,VGIR11_rendimento,CVBI11_rendimento,LVBI11_rendimento,PVBI11_rendimento,VCJR11_rendimento,VSLH11_rendimento,VCRI11_rendimento,VIUR11_rendimento,VILG11_rendimento,VINO11_rendimento,VISC11_rendimento,VTLT11_rendimento,WHGR11_rendimento,XPCI11_rendimento,XPIN11_rendimento,XPLG11_rendimento,XPML11_rendimento,XPPR11_rendimento,XPSF11_rendimento
582,2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6900,,,,,,0.8800,,,,,,0.9200,,,,,0.8340,,,,,,,,,,,,,,,,,0.3200,0.6200,,,,,,,2.4000,,,,,,,,,,,,,,,,1.0000,,0.6100,,0.4800,
583,2021-07-15,,,,,,,,,1.0823,0.4500,0.4600,,1.3100,0.0650,0.9000,,,,,,,,1.4500,0.5000,2.2000,0.9000,,0.0084,1.1100,1.0200,0.6700,,0.0840,,1.7000,0.5000,1.3800,,,,0.6000,,,,,0.0700,,,,,,,,0.5400,0.5000,,,0.0700,,,,,0.8702,,,0.8500,,,0.7600,,0.3500,,,1.2020,0.6000,0.4700,0.7500,1.2400,,,,,,,0.4200,,0.0820,0.7000,,,,,,,,,0.0940,,0.0650,0.6000,0.4500,0.4200,,,,,,,,0.0750
584,2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,
585,2021-07-19,,,,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,0.9716,,,,,,,,,,,,,,,,,,0.5500,,,,,,,,,,1.0816,,0.6000,0.9590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,2021-07-20,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9500,0.0650,,,,,,,,,,,,,,,,,,
587,2021-07-21,,,,,,,,1.0700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,0.6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,2021-07-22,,,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,2021-07-23,,,,0.6238,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4100,,,,,,,,,,,,,,,,,,,,,,0.6400,,0.5200,,
590,2021-07-27,,,,,,,,,,,,,,,,,0.6626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,2021-07-28,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,2021-07-30,,,,,,,,,,,,,,,,,,,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,2021-08-06,,0.5500,,,,0.0869,,,,,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,0.8500,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,,,,0.9000,,,,,,,,,,0.1200,,,,0.6220,0.5900,,,,,,,,,,,,,,,
594,2021-08-09,1.1000,,,,,,0.6100,,,,,,,,,,,,,,,,,,,,,,,,,0.8200,,,,,,,,,,,0.9000,,,,,,,,,,,,,,,,,,,,,,0.5700,,,0.3800,,,,,,,,,,,,,,,,,,1.0800,,,,,,,,,,,,,,,,,0.7541,,,,,,,
595,2021-08-09,1.1000,,,,,,0.6100,,,,,,,,,,,,,,,,,,,,,,,,,0.8200,,,,,,,,,,,0.9000,,,,,,,,,,,,,,,,,,,,,,0.5700,,,0.3800,,,,,,,,,,,,,,,,,,1.0800,,,,,,,,,,,,,,,,,0.7541,,,,,,,
596,2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6000,,,,,,,,,,,,,,,1.2000,1.1000,0.4500,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9600,,,,,,,,,,,,,,
597,2021-08-13,,,,,,,,,1.0823,0.4700,0.4600,,,0.0650,0.9000,,,,,0.7400,,,0.8000,0.5000,1.1000,0.7200,,0.0084,1.2600,1.0700,0.6700,,0.0840,,1.5000,0.6500,0.6900,,0.5800,,0.6000,,,,,0.0600,0.6900,,,,,,0.5700,0.5400,0.5300,,,0.0700,1.2000,0.5500,,,0.8623,0.6500,,0.8000,,,0.6700,0.7500,0.4200,,0.8000,1.1000,0.5000,0.4700,0.7500,0.8500,,,0.4100,0.6000,,,0.3800,,0.0700,0.7000,1.4800,,,0.0650,,,,,0.1100,,0.0670,0.6100,0.4600,0.5000,,,0.9300,0.6400,0.6200,,0.5500,0.0700
598,2021-08-16,,,,,,,,,,,,,1.0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8500,,,,,,,,,,,,,,,,,
599,2021-08-17,,,,,,,,,,,,,,,,,,,,,0.8100,,,,,,,,,,,,,,,,,,,,,1.1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,2021-08-18,,,,,,,,,,,,,,,,,,,,,,1.0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2000,,,,,,,,,,,,,,,,,,,
601,2021-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,2021-08-20,,,0.9000,,,,,1.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,2021-08-25,,,,0.7170,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0200,,,,,,,,,,,,,,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,
604,2021-08-27,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,2021-08-31,,,,,,,,,,,,,,,,,,,0.1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2021-09-08,,0.5500,,,,0.0912,,,,,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,0.8200,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8300,,,,,,,,,,,,,0.9000,,,,,,,,,,0.1200,,,,0.6300,0.5600,,,,,,,,,,,,,,,
607,2021-09-09,1.0800,,,,,,0.6100,,,,,,,,,,,,,,,,,,,,,,,,,0.8200,,,,,,,,,,,0.9600,,,,,,,,,,,,,,,,,,,,,,0.5700,,,0.3800,,,,,,,,,,,,,,,,,,1.1000,,,,,,,,,,,,,,,,,0.7541,,,,,,,
608,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,2021-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3100,1.2000,0.5000,1.1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,
610,2021-09-15,,,,,,,,,0.8200,0.5000,0.4600,,1.1300,0.0650,0.9000,,,,,,,,0.8000,0.5000,1.1000,0.7200,,0.0084,1.4500,1.0200,0.6700,,0.0840,,1.5000,0.7500,0.6900,,0.5800,,0.6000,,,,,0.0600,0.7300,,,,,,0.5800,0.5500,0.5500,,,0.0800,1.1900,,,,0.8973,0.9000,,0.8500,,,0.7000,,0.4300,,,1.1000,0.4424,0.4700,0.9500,0.8500,,,0.4300,0.6000,,,0.4500,,0.0900,0.7000,2.0100,,,,,,,,0.1500,,0.0670,0.6300,0.5800,0.5500,,,0.8700,,0.6200,,0.5500,0.0700
611,2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,
612,2021-09-17,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,1.1317,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,0.7500,,0.6000,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,2021-09-20,,,,,,,,,,,,,,,,,,,,,,0.9990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9100,0.0650,,,,,,,,,,,,,,,,,,
614,2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,2021-09-22,,,1.0000,,,,,1.1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,2021-09-24,,,,0.6732,,,,,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,0.6300,,0.5700,,
617,2021-09-27,,,,,,,,,,,,,,,,,0.7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2021-09-29,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,2021-09-30,,,,,,,,,,,,,,,,,,,0.6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,2021-10-07,,0.5500,,,,0.1110,,,,,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,1.0000,,0.5200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9100,,,,,,,,,,,,,0.9500,,,,,,,,,,0.1300,,,,0.6500,0.5600,,,,,,,,,,,,,,,
621,2021-10-08,1.1800,,,,,,0.6100,,,,,,,,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,0.5700,,,0.3750,,,,,,,,,,,,,,,,,,1.1100,,,,,,,,,,,,,,,,,0.7541,,,,,,,
622,2021-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,2021-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0700,1.2000,0.5500,1.2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2200,,,,,,,,,,,,,,
624,2021-10-15,,,,,,,,,0.8200,0.5000,0.4600,,1.1100,0.0650,0.9000,,,,,,,,0.8500,0.5000,1.1000,0.7200,0.1000,,1.3300,1.1000,0.6700,,0.0840,,1.6000,0.8500,0.6900,,0.5800,,0.6000,,,,,0.0600,0.7700,,,,,,0.5800,0.5500,0.5700,,,0.0800,1.1900,,,,0.8835,0.9000,,1.0000,,,0.7500,,0.4500,,,1.0859,0.5108,0.4700,0.9500,0.8700,,,0.4600,0.6000,,,0.4800,,0.2000,0.7200,2.1700,,,,,,,,0.1800,,0.0670,0.6400,0.6500,0.5800,,,1.0000,,0.6200,,0.5500,0.0700
625,2021-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2300,,,,,,,,,,,,,,,,,
626,2021-10-19,,,,,,,,,,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,1.0547,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,0.9000,,0.6000,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,2021-10-20,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3000,0.0650,,,,,,,,,,,,,,,,,,
628,2021-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,2021-10-22,,,1.0500,,,,,1.1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,2021-10-25,,,,0.6197,,,,,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7800,0.7000,,,,,,,,,,,,,,,,,,,,,,0.6300,,0.5700,,
631,2021-10-27,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,2021-10-29,,,,,,,,,,,,0.6400,,,,,,,0.5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,2021-11-08,,0.5700,,,,0.1410,0.6100,,,,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,1.0500,,0.5200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9300,,,,,,,,,,,,,0.9500,,,,,,,,,,0.1500,,,,0.6700,0.5600,,,,,,,,,,,,,,,
634,2021-11-09,1.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,1.1000,,,,,,,,,,,,,,,,,,,,,,0.5700,,,0.3800,,,,,,,,,,,,,,,,,,1.2000,,,,,,,,,,,,,,,,,0.7500,,,,,,,
635,2021-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2000,,,,1.5000,,,,,,,,,,,,,,,1.3500,1.4000,0.5600,1.3000,,,,,,,,,,,,,,,,,,,,,,,,0.4700,0.9500,0.9900,,,,,,,,,,,,,,,,,,1.1900,,,,,,,,,,,,,,
636,2021-11-16,,,,,,,,,0.8700,0.5000,0.4600,,1.1300,0.0650,0.9000,,,,,,,,0.9000,0.5500,1.1000,0.7200,0.1100,,1.4000,,0.6700,,0.0840,,1.6000,0.9000,0.6900,,0.5800,,0.6000,,,,,0.0600,0.7700,,,,,,0.5800,0.5500,0.6000,,,0.0900,1.2400,,,,1.2395,0.9300,,0.9000,,,0.7600,,0.4600,,,1.0806,0.5295,,,,,,0.5100,0.6000,,,0.4800,,0.0800,0.7700,1.3700,,,,,,,,0.1500,,0.0670,0.6400,0.5400,0.6200,,,1.0000,,0.6400,,0.5500,0.0700
637,2021-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1200,,,,,,,,,,,,,,,,,
638,2021-11-18,,,,,,,,,,,,,,,,,,,,,0.5200,,,,,,,,,,,,,,,,,,,,,1.3659,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,1.0000,,0.6000,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,2021-11-19,,,,,,,,,,,,,,,,,,,,,,1.0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2500,0.0680,,,,,,,,,,,,,,,,,,
640,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,2021-11-23,,,1.2000,,,,,1.1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,2021-11-25,,,,0.6377,,,,,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1500,0.6200,,,,,,,,,,,,,,,,,,,,,,0.6300,,0.5000,,
643,2021-11-26,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,2021-11-30,,,,,,,,,,,,0.6400,,,,,,,0.7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,2021-12-07,,0.6000,,,,0.1470,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,1.0500,,0.5200,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1100,,,,,,,,,,,,,1.2500,,,,,,,,,,0.1500,,,,0.7000,0.5400,,,,,,,,,,,,,,,
646,2021-12-08,1.5100,,,,,,0.6100,,,,,,,,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,1.2000,,,,,,,,,,,,,,,,,,,,,,0.5700,,,0.3850,,,,,,,,,,,,,,,,,,1.2200,,,,,,,,,,,,,,,,,0.7500,,,,,,,
647,2021-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0200,,,,,,,,,,,,,,,
648,2021-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,2021-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5100,1.5000,0.6500,1.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4500,,,,,,,,,,,,,,
650,2021-12-14,,,,,,,,,0.8700,0.5000,0.5000,,,0.0650,0.9000,,,,,,,,0.9500,0.5500,1.1000,0.7200,0.1500,,1.4200,,0.6700,,0.0840,,1.6000,1.0500,0.6900,,0.5800,,0.6000,,,0.6200,,0.0600,0.7700,,,,,,0.4800,0.5800,0.6200,,,0.0800,1.2400,,,,1.0603,1.0000,,1.0000,,,0.8000,,0.4600,,,1.1812,0.5800,,,,,,0.5900,0.6200,,,0.4800,,0.0800,0.8000,1.8690,,,,,,,,0.1060,,0.0680,0.6400,0.5500,0.6100,,,0.9200,,0.6400,,0.5500,0.0700
651,2021-12-15,,,,,,,,,,,,,1.1500,,,,,,,,,,,,,,,,,1.2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4700,0.9500,0.9100,,,,,,,,,,,,,,,1.1200,,,,,,,,,,,,,,,,,
652,2021-12-16,,,,,,,,,,,,,,,,,,,,,0.4600,,,,,,,,,,,,,,,,,,,,,1.1276,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,1.1200,,0.6000,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,2021-12-17,,,,,,,,,,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,0.1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5500,0.0800,,,,,,,,,,,,,,,,,,
654,2021-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,2021-12-21,,,1.2500,,,,,1.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,2021-12-23,,,,0.6526,,,,,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2000,0.7000,,,,,,,,,,,,,,,,,,,,,,0.6300,,0.5500,,
657,2021-12-27,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,2021-12-28,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,2021-12-30,,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,2022-01-07,,0.6000,,,,0.1750,,,,,,,,,,0.6300,,,,,,,,,,,,,,,,,,,,,,1.0000,,0.5200,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0784,,,,,,,,,,,,,1.2500,,,,,,,,,,0.1800,,,,0.7100,0.5600,,,,,,,,,,,,,,,
661,2022-01-10,1.5900,,,,,,0.6100,,,,,,,,,,,,,,,,,,,,,,,,,0.8200,,,,,,,,,,,1.4000,,,,,,,,,,,,,,,,,,,,,,0.5700,,,0.3850,,,,,,,,,,,,,,,,,,1.2300,,,,,,,,,,,,,,,,,0.7500,,,,,,,
662,2022-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,2022-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5000,1.5000,0.8200,1.4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5500,,,,,,,,,,,,,,
664,2022-01-14,,,,,,,,,0.9000,0.5429,0.5000,,1.3500,0.0803,0.9000,,,0.1038,,,,,1.2500,0.5800,1.7500,0.7600,0.1740,,1.3500,1.1926,0.7400,,0.0840,,1.6000,1.1000,2.7500,,0.5800,,0.6000,,,0.7900,,0.0700,0.8800,,,,,,0.6100,0.5900,0.6500,,,0.0900,1.2500,,,,0.9301,0.9500,,1.0500,,,0.8480,,0.4600,,,1.4558,0.5427,0.4700,0.5500,0.9100,,,0.7700,0.6500,,,0.5100,,0.0800,0.9000,1.6700,,,,,,,,0.1200,,0.0710,0.7000,0.5000,0.8100,,,0.9700,,0.6400,,0.5500,0.0700
665,2022-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1200,,,,,,,,,,,,,,,,,
